Loan ID,Date,credit.policy,purpose,int.rate,installment,dti,fico,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec
964850,30/10/2023,1,small_business,0.0963,513.51,2.5,802,8823,7.4,1,0,0
275345,23/10/2023,1,debt_consolidation,0.1284,242.05,13.17,702,19434,43.2,2,0,0
559845,22/10/2023,1,home_improvement,0.1253,301.2,20.3,722,42813,0,2,0,0
985977,12/10/2023,1,all_other,0.1496,207.87,18.43,662,14417,82.9,0,0,0
435068,18/10/2023,1,home_improvement,0.1347,542.77,14.93,707,46392,81.1,1,0,0
869597,17/10/2023,1,all_other,0.1505,190.81,12.7,667,1953,57.4,2,1,0
667885,17/10/2023,1,credit_card,0.0932,191.69,19.45,747,42518,68.9,2,0,0
176324,30/10/2023,1,all_other,0.0932,191.69,11.56,777,14650,24.5,5,0,0
601819,26/10/2023,1,small_business,0.1253,167.34,23.9,707,70432,89.3,0,0,0
422393,17/10/2023,1,small_business,0.1221,666.3,8.22,782,3606,4.5,0,0,0
812574,15/10/2023,1,all_other,0.1505,260.19,15.01,672,82153,88.1,0,0,0
983111,30/10/2023,1,all_other,0.1442,51.58,11.4,677,457,18,0,0,0
686025,08/10/2023,1,debt_consolidation,0.1505,294.88,13.75,672,11131,57.7,1,0,0
612276,11/10/2023,1,major_purchase,0.1253,187.42,14.43,702,15341,40.2,1,0,0
156238,28/10/2023,1,all_other,0.1126,312.21,3.73,747,700,14.6,7,0,0
850530,10/10/2023,1,all_other,0.1316,303.94,9.66,727,1813,27.1,1,0,1
506250,01/10/2023,1,debt_consolidation,0.1347,244.25,12.83,687,28767,74.9,1,0,0
256974,30/10/2023,1,major_purchase,0.1505,156.12,11.56,667,0,0,1,2,1
966150,13/10/2023,1,debt_consolidation,0.1411,329.46,22.48,682,13575,73.8,0,0,0
433821,27/10/2023,1,debt_consolidation,0.1347,284.95,13.53,692,9631,74.7,3,0,0
204845,18/10/2023,1,small_business,0.1347,814.15,7.25,737,5,0.2,3,0,0
830941,26/10/2023,1,credit_card,0.1379,511.14,11.07,707,15166,94.8,2,0,0
989455,28/10/2023,1,home_improvement,0.1442,55.02,12.98,692,0,0,0,0,1
176241,13/10/2023,1,all_other,0.1221,333.15,8.46,717,6711,53.3,1,0,0
909465,18/10/2023,1,small_business,0.1316,413.69,11.35,707,4850,53.9,1,0,0
879530,04/10/2023,1,all_other,0.1158,528.22,7.6,697,41491,60.9,0,0,0
750928,19/10/2023,1,debt_consolidation,0.1379,238.53,21.91,697,7494,94.9,0,0,0
766254,12/10/2023,1,debt_consolidation,0.1411,676.02,18.85,702,11667,33.1,1,0,0
220291,24/10/2023,1,all_other,0.1347,169.62,3.67,697,3048,33.9,0,1,0
490489,31/10/2023,1,credit_card,0.1316,506.56,18.87,727,49542,54.6,2,0,0
258579,09/10/2023,1,debt_consolidation,0.0932,319.47,19.88,762,12255,24.2,0,0,0
532471,20/10/2023,1,small_business,0.0932,63.9,12.04,742,0,0,0,0,0
701153,10/10/2023,1,small_business,0.1442,171.92,1.96,697,4233,46,0,0,0
841469,09/10/2023,1,debt_consolidation,0.1411,164.3,14.67,672,8038,51.5,0,0,0
528031,11/10/2023,1,all_other,0.0932,255.58,5.18,752,79821,37.1,0,0,0
309751,10/10/2023,1,all_other,0.1189,663.28,17.33,772,22828,21.4,1,0,0
292198,04/10/2023,1,all_other,0.1379,681.51,7.12,712,7629,25.3,0,0,0
491380,15/10/2023,1,debt_consolidation,0.0768,124.77,13.45,802,3199,7.4,0,0,0
423139,19/10/2023,1,all_other,0.1253,836.66,1.39,762,30215,49.6,1,0,0
699825,12/10/2023,1,debt_consolidation,0.1379,170.38,5.69,692,445,89,2,0,0
853087,07/10/2023,1,all_other,0.08,313.37,0.36,792,1858,12.7,0,0,0
961608,12/10/2023,1,debt_consolidation,0.1568,420.02,4.04,667,7805,41.9,0,0,0
167619,02/10/2023,1,all_other,0.0963,385.14,14.93,757,2300,11.3,0,0,0
491506,04/10/2023,1,credit_card,0.1379,436.17,24.88,702,39311,85.8,0,0,0
315048,23/10/2023,1,small_business,0.0768,194.95,21.43,797,2094,7.7,1,0,0
539629,03/10/2023,1,debt_consolidation,0.1632,353.14,20.55,672,3996,97.5,0,0,1
611546,10/10/2023,1,all_other,0.1095,170.12,10.34,692,25972,89.6,1,0,0
898719,31/10/2023,1,small_business,0.16,527.36,7.92,702,5918,98.6,1,0,0
520049,28/10/2023,1,credit_card,0.1189,238.79,6.98,712,9144,25.5,0,0,0
511236,07/10/2023,1,all_other,0.1189,198.99,7.23,722,4965,53.4,0,0,0
161013,11/10/2023,1,credit_card,0.1284,336.18,2,712,3462,21.6,0,0,0
770116,07/10/2023,1,educational,0.1474,172.69,9.81,687,3335,45.1,2,0,0
350198,15/10/2023,1,major_purchase,0.1221,199.89,0.6,747,297,5.8,0,0,0
822658,10/10/2023,1,debt_consolidation,0.1568,210.01,23.35,667,7160,62.3,1,0,0
335980,12/10/2023,1,debt_consolidation,0.1316,432.26,3.74,707,6214,20.8,0,0,0
979341,31/10/2023,1,debt_consolidation,0.1253,560.56,22.45,712,11860,45.1,1,0,0
203034,23/10/2023,1,debt_consolidation,0.1379,170.38,7.41,697,693,23.1,1,0,0
717865,12/10/2023,1,debt_consolidation,0.1632,141.26,20.89,667,34008,98.3,0,0,0
680929,23/10/2023,1,debt_consolidation,0.1474,414.45,3.87,677,7810,37.5,1,0,0
821871,24/10/2023,1,debt_consolidation,0.1316,405.25,9.4,702,15127,45.6,0,0,1
788786,30/10/2023,1,debt_consolidation,0.1316,324.2,5.21,702,7491,71.3,0,1,0
386761,28/10/2023,1,credit_card,0.1537,684.73,11.72,687,43620,92.9,0,0,0
321822,12/10/2023,1,credit_card,0.1474,442.08,14.96,692,24769,90.1,2,1,0
433694,25/10/2023,1,debt_consolidation,0.08,222.49,13.25,757,4409,12.4,3,0,0
740075,02/10/2023,1,debt_consolidation,0.1411,313.2,24.34,692,46268,92.9,1,1,0
132401,08/10/2023,1,credit_card,0.1189,414.55,14.68,737,12663,34.4,1,0,0
162131,01/10/2023,1,debt_consolidation,0.1537,139.39,23.83,672,4071,78.3,0,0,0
361619,06/10/2023,1,debt_consolidation,0.1682,533.43,22.57,682,15214,68.7,0,2,0
828496,25/10/2023,1,home_improvement,0.1095,654.28,18.89,777,12683,18.1,0,0,0
344183,25/10/2023,1,home_improvement,0.1568,385.02,14.97,662,9649,50.5,0,0,0
513368,21/10/2023,1,debt_consolidation,0.1635,706.59,20.93,677,22739,59.5,0,0,0
859122,28/10/2023,1,home_improvement,0.08,150.42,1.2,787,3473,10.7,4,0,0
549341,23/10/2023,1,all_other,0.1284,336.18,4,707,7350,13.8,3,1,0
138982,01/10/2023,1,debt_consolidation,0.1474,690.74,15.51,687,19367,49.9,2,0,0
920413,10/10/2023,1,all_other,0.1253,401.6,24.6,712,13376,33.9,2,0,0
492709,25/10/2023,1,educational,0.1347,379.94,14.28,722,0,0,1,1,0
101946,06/10/2023,1,small_business,0.0963,433.28,18.2,757,18116,40.7,0,0,0
905460,10/10/2023,1,debt_consolidation,0.0768,165.32,0.58,812,1674,8.8,1,0,0
637641,01/10/2023,1,all_other,0.1316,50.66,10.44,682,10926,72.4,2,1,0
300812,03/10/2023,1,all_other,0.1442,192.55,6.09,672,3805,48.8,2,0,0
353061,04/10/2023,1,credit_card,0.1221,333.15,11.02,712,9484,83.9,0,0,0
226533,02/10/2023,1,debt_consolidation,0.1726,150.3,12.31,662,9753,95.9,1,0,0
327422,31/10/2023,1,small_business,0.1411,410.75,7.63,692,752,2.5,2,2,0
690087,27/10/2023,1,all_other,0.1505,138.77,19.75,667,555,3.9,2,1,0
708315,08/10/2023,1,all_other,0.1568,328.14,14.1,662,4485,25.8,0,2,0
301114,18/10/2023,1,credit_card,0.0932,263.57,24.45,757,29576,41.1,2,0,0
778602,28/10/2023,1,debt_consolidation,0.1442,481.36,22.13,682,1840,26.7,1,0,0
571844,01/10/2023,1,home_improvement,0.1253,560.56,8.56,727,25409,38.1,0,0,0
565355,30/10/2023,1,debt_consolidation,0.1726,687.06,9.78,677,20732,96,0,0,0
773574,11/10/2023,1,debt_consolidation,0.1221,266.52,9.87,782,54855,10.8,0,0,0
354087,31/10/2023,1,all_other,0.08,156.69,0.5,782,33,0.2,2,0,0
564547,03/10/2023,1,all_other,0.0737,543.3,8.61,762,3524,8.7,2,0,0
936715,16/10/2023,1,major_purchase,0.1221,149.92,16.7,712,5198,41.6,2,0,0
107795,07/10/2023,1,all_other,0.0932,255.58,14.99,762,1575,21.9,0,0,0
890832,29/10/2023,1,debt_consolidation,0.1682,675.68,18.41,667,9246,85.6,2,0,1
753832,14/10/2023,1,debt_consolidation,0.1537,209.08,13.24,662,24214,68,0,0,0
741075,19/10/2023,1,all_other,0.0932,159.74,5.05,792,1767,14.7,0,0,0
565433,03/10/2023,1,debt_consolidation,0.0788,375.37,16.27,762,12311,24.9,2,0,0
250887,28/10/2023,1,small_business,0.1347,407.08,23.83,692,8762,31.9,3,0,0
585546,14/10/2023,1,small_business,0.1316,290.43,7.98,702,553,2.8,1,0,0
493435,02/10/2023,1,credit_card,0.1379,68.16,18.07,692,16306,95.9,0,0,0
492881,11/10/2023,1,all_other,0.1442,55.02,19.14,682,2816,93.9,2,0,0
767249,10/10/2023,1,all_other,0.0963,144.43,0.82,747,752,27.9,1,0,0
621527,13/10/2023,1,debt_consolidation,0.1442,524.34,20.64,712,51790,96.1,1,0,0
859028,18/10/2023,1,debt_consolidation,0.1537,519.21,16.89,662,15586,83.3,0,0,0
749933,05/10/2023,1,all_other,0.16,140.63,1.7,677,301,8.9,0,0,0
919830,21/10/2023,1,debt_consolidation,0.1189,596.96,22.3,747,23518,32.9,2,0,0
218837,14/10/2023,1,all_other,0.1537,174.24,0.32,702,260,10.4,1,0,0
139458,26/10/2023,1,all_other,0.1505,867.29,3.26,712,3173,6.2,1,1,0
304751,12/10/2023,1,all_other,0.1537,313.62,6.27,712,8534,29.3,2,0,0
328488,20/10/2023,1,debt_consolidation,0.1253,234.27,21.08,717,4702,61.9,1,0,0
731172,10/10/2023,1,debt_consolidation,0.16,457.05,11.08,672,2350,63.5,0,0,0
696441,20/10/2023,1,small_business,0.0932,287.53,0.43,802,1074,3.9,1,0,0
130997,03/10/2023,1,debt_consolidation,0.1474,138.15,14.72,672,2229,58.7,3,0,0
293225,08/10/2023,1,home_improvement,0.0963,320.95,1.14,752,974,4.5,1,0,0
765163,13/10/2023,1,all_other,0.16,351.58,11.85,662,12125,69.3,2,0,0
637972,04/10/2023,1,small_business,0.1565,699.73,20.74,742,24030,82.9,3,0,0
120275,09/10/2023,1,all_other,0.1663,354.7,4.62,687,5785,54.6,1,0,0
816609,10/10/2023,1,all_other,0.1442,51.58,12.04,667,2287,47.6,1,0,0
203353,04/10/2023,1,credit_card,0.1316,216.13,17.16,697,22630,53.9,1,0,0
977882,31/10/2023,1,all_other,0.1379,306.68,0.09,697,3230,10.3,0,1,0
490645,05/10/2023,1,all_other,0.08,313.37,7.26,772,22141,15.2,1,0,0
835297,06/10/2023,1,debt_consolidation,0.0963,449.32,7.81,747,17649,58.1,0,0,0
360707,17/10/2023,1,all_other,0.0963,307.31,10.72,717,8305,26.9,0,0,0
374013,12/10/2023,1,credit_card,0.1411,684.58,13.18,702,25277,80.8,0,1,0
178561,16/10/2023,1,debt_consolidation,0.0768,86.56,4.55,762,1223,6.6,1,0,0
661652,19/10/2023,1,debt_consolidation,0.1411,123.23,3.31,697,3437,90.4,1,1,0
611992,22/10/2023,1,small_business,0.1284,504.27,11.92,722,27662,73.4,0,0,0
452844,10/10/2023,1,debt_consolidation,0.1505,143.97,5.8,682,1950,67.2,0,0,0
490014,16/10/2023,1,small_business,0.1411,123.23,0.04,727,1,0,0,0,1
920591,31/10/2023,1,debt_consolidation,0.1316,67.55,9.55,687,635,42.3,0,0,0
843084,22/10/2023,1,debt_consolidation,0.1537,334.53,17.04,667,22875,86,0,0,0
664763,30/10/2023,1,credit_card,0.0963,320.95,13.8,742,9660,60.4,2,0,0
209953,17/10/2023,1,debt_consolidation,0.0768,249.53,11.59,722,9287,27.9,2,0,0
295438,03/10/2023,1,debt_consolidation,0.0932,255.58,15.16,762,24142,49.4,0,0,0
403094,26/10/2023,1,home_improvement,0.1347,223.89,11.34,687,2415,14.3,2,0,0
261793,10/10/2023,1,debt_consolidation,0.08,313.37,4.9,797,33850,57.9,3,0,0
985362,11/10/2023,1,home_improvement,0.0774,280.97,1.68,777,6638,40.7,0,0,0
279263,22/10/2023,1,major_purchase,0.1537,95.83,3.55,687,64,1.2,1,0,0
997256,09/10/2023,1,small_business,0.1663,425.64,15.46,672,24249,97,1,1,0
671315,27/10/2023,1,all_other,0.08,282.03,9.62,772,57033,29.8,0,0,0
384095,22/10/2023,1,educational,0.0963,48.15,9.8,757,0,0,0,0,0
548572,14/10/2023,1,all_other,0.1253,117.14,19.28,702,16146,54.4,3,0,0
263266,26/10/2023,1,major_purchase,0.1189,198.99,11.55,737,1003,43.6,2,0,0
162348,23/10/2023,1,all_other,0.1284,201.71,5.83,742,7699,69.4,1,0,0
929685,22/10/2023,1,debt_consolidation,0.1442,226.93,11.08,697,6593,55.9,2,0,0
448030,26/10/2023,1,major_purchase,0.1505,104.08,18.95,662,4285,44.6,3,1,0
337683,24/10/2023,1,debt_consolidation,0.1322,676.02,0.65,727,5142,27.2,0,0,0
919090,09/10/2023,1,debt_consolidation,0.1253,127.18,12.36,732,168,56,0,0,0
319275,11/10/2023,1,debt_consolidation,0.1284,215.16,15.07,702,4072,23.8,0,0,0
534810,08/10/2023,1,debt_consolidation,0.1632,439.66,12.5,667,7722,82.1,2,0,0
629748,24/10/2023,1,home_improvement,0.1284,672.36,1.49,752,1954,6.4,5,0,0
129247,06/10/2023,1,debt_consolidation,0.1253,133.87,20.91,702,36462,81,1,0,0
293173,26/10/2023,1,educational,0.1253,602.4,11.67,727,14191,61.2,1,0,0
194017,06/10/2023,1,all_other,0.0737,111.77,12.38,772,1060,8.6,2,0,0
649202,30/10/2023,1,debt_consolidation,0.08,188.02,6.65,752,4487,11.1,0,0,0
823132,02/10/2023,1,debt_consolidation,0.1189,281.9,17.04,732,14439,32.2,1,0,0
167361,04/10/2023,1,all_other,0.1189,50.58,8.12,677,36192,84.6,0,0,0
992600,29/10/2023,1,all_other,0.1284,168.09,0.23,767,11,0.1,0,0,0
234056,15/10/2023,1,debt_consolidation,0.1221,333.15,9.53,717,9985,52.3,0,0,0
492807,12/10/2023,1,home_improvement,0.1379,272.61,2.44,687,14324,53.4,2,0,0
333329,28/10/2023,1,major_purchase,0.1442,51.58,19.85,672,15198,84,0,0,0
855193,18/10/2023,1,all_other,0.0963,481.42,12.57,712,10,0.1,0,0,0
138760,20/10/2023,1,debt_consolidation,0.1663,141,18.46,682,39502,87.6,0,0,0
743632,12/10/2023,1,debt_consolidation,0.1284,504.27,14.99,712,9483,57.8,0,0,0
262534,29/10/2023,1,all_other,0.0963,304.9,9.16,747,28962,66.9,0,0,0
819363,14/10/2023,1,all_other,0.0768,124.77,0.93,742,1410,67.1,0,0,0
761549,17/10/2023,1,all_other,0.1442,110.03,3.82,687,6039,28.1,2,0,0
882863,03/10/2023,1,debt_consolidation,0.16,421.89,11.33,662,11660,67,2,0,0
711813,26/10/2023,1,all_other,0.1189,497.46,7.31,747,9642,30,0,0,0
266053,15/10/2023,1,all_other,0.08,31.34,9.26,742,3106,31.4,0,0,0
893979,01/10/2023,1,all_other,0.08,175.49,13.31,782,0,0,1,0,0
813827,24/10/2023,1,debt_consolidation,0.1221,399.78,17.32,727,19817,61.4,2,0,0
659061,03/10/2023,1,credit_card,0.1221,326.49,10.48,722,9630,36.6,0,0,1
197394,24/10/2023,1,all_other,0.1411,246.45,13.62,702,1621,40.5,1,0,0
566555,30/10/2023,1,all_other,0.1189,212.25,1.62,797,3391,6.2,2,0,0
947999,06/10/2023,1,all_other,0.08,188.02,7.75,757,12454,29.8,0,0,0
349371,07/10/2023,1,small_business,0.1221,116.61,17.82,727,53059,89.9,3,0,0
419807,20/10/2023,1,debt_consolidation,0.1474,345.37,9.34,677,12403,39.8,2,1,0
175621,09/10/2023,1,all_other,0.0768,155.96,15,782,695,8.2,0,0,0
328698,11/10/2023,1,small_business,0.1221,273.19,8.72,732,6383,48.7,1,0,0
204925,15/10/2023,1,all_other,0.1392,109.24,2.2,677,2596,12.5,3,0,0
360310,14/10/2023,1,debt_consolidation,0.1284,252.14,21.36,707,10638,61.8,0,0,0
998476,19/10/2023,1,all_other,0.1474,41.45,2.56,687,1716,71.5,0,0,0
714077,13/10/2023,1,all_other,0.1379,85.19,14.93,677,1838,73.5,0,0,0
195918,16/10/2023,1,home_improvement,0.0932,319.47,15.02,752,56153,44.3,1,0,0
584093,01/10/2023,1,debt_consolidation,0.1316,287.05,3.9,697,9172,44.7,0,0,0
746888,30/10/2023,1,debt_consolidation,0.1316,202.63,23.91,692,22713,43.1,1,0,0
737174,25/10/2023,1,all_other,0.1284,33.62,24.35,687,2533,38.4,0,0,1
155928,17/10/2023,1,small_business,0.0932,95.85,0.95,762,1870,5.5,0,0,0
862524,13/10/2023,1,all_other,0.0768,187.15,5.61,712,7926,49.8,3,0,0
333364,24/10/2023,1,all_other,0.08,250.69,12.63,712,12269,19.3,2,0,0
907459,02/10/2023,1,debt_consolidation,0.1284,181.54,23.07,707,7828,23.9,2,0,0
997201,22/10/2023,1,debt_consolidation,0.1347,305.31,12.85,687,8081,58.1,0,1,0
752977,27/10/2023,1,debt_consolidation,0.0932,255.58,1.94,782,3845,25.6,0,0,0
193882,14/10/2023,1,debt_consolidation,0.1221,499.73,3.48,742,11774,44.4,0,0,0
983397,12/10/2023,1,debt_consolidation,0.16,285.66,15.88,702,21438,90.6,1,0,1
841151,14/10/2023,1,debt_consolidation,0.08,156.69,7.53,762,6576,25.2,0,0,0
975268,23/10/2023,1,home_improvement,0.1568,192.51,11.42,662,10311,88.9,0,1,1
545737,18/10/2023,1,debt_consolidation,0.1411,198.53,4.62,687,6419,45.5,0,0,0
424353,08/10/2023,1,home_improvement,0.1221,666.3,9.22,807,0,0,2,0,0
293702,30/10/2023,1,debt_consolidation,0.1284,605.13,12.74,727,22099,84.7,0,0,0
452165,29/10/2023,1,credit_card,0.2086,902.54,20.92,667,45414,98.3,0,1,0
960249,11/10/2023,1,all_other,0.0768,77.98,14.74,747,27222,42.9,1,0,0
228540,11/10/2023,1,debt_consolidation,0.0963,346.62,9.41,737,4229,7.1,0,0,0
406311,31/10/2023,1,small_business,0.1474,268.53,13.59,677,22556,73,0,0,0
531897,04/10/2023,1,credit_card,0.1221,506.39,19.32,737,32709,53.6,0,0,0
695169,04/10/2023,1,all_other,0.1221,263.19,7.25,737,2140,6,3,0,0
552343,03/10/2023,1,all_other,0.0963,192.57,9.49,777,257,3.6,0,0,0
527588,03/10/2023,1,all_other,0.1379,238.53,21.53,682,8299,58.9,0,0,0
442539,03/10/2023,1,debt_consolidation,0.0932,325.86,0.17,767,9943,10.9,0,0,0
987371,15/10/2023,1,debt_consolidation,0.08,313.37,7.62,772,944,19.7,2,0,0
958965,02/10/2023,1,debt_consolidation,0.1537,139.39,1.91,662,370,21.8,1,0,0
913228,12/10/2023,1,debt_consolidation,0.1189,464.3,17.81,737,4577,16.2,2,0,0
910454,29/10/2023,1,debt_consolidation,0.16,215.34,16.25,667,5636,49.9,2,1,0
551506,04/10/2023,1,debt_consolidation,0.1316,202.63,20.02,687,18634,70.6,1,0,0
237566,31/10/2023,1,credit_card,0.1379,115.86,20.11,692,18212,56.4,1,0,0
463364,30/10/2023,1,all_other,0.0963,115.54,0.58,762,849,1.9,0,0,0
248957,10/10/2023,1,educational,0.1221,233.21,0,717,0,0,2,0,0
258882,31/10/2023,1,all_other,0.1253,200.8,6.36,742,1510,50.3,1,0,0
345366,24/10/2023,1,all_other,0.0737,111.77,6.57,772,2521,22.1,0,0,0
793352,08/10/2023,1,debt_consolidation,0.08,238.16,12.29,777,1805,8.7,2,0,0
647492,31/10/2023,1,debt_consolidation,0.0963,481.42,24.5,787,5544,11.3,0,0,0
200519,17/10/2023,1,debt_consolidation,0.1758,790.73,14.03,667,31008,79.8,3,0,0
892830,06/10/2023,1,small_business,0.1221,266.52,1.3,732,2722,36.8,2,0,0
591979,24/10/2023,1,debt_consolidation,0.1189,397.97,1.92,742,14989,25,1,0,0
875093,20/10/2023,1,home_improvement,0.1379,340.76,12.3,732,6729,97.5,1,0,0
727786,18/10/2023,1,debt_consolidation,0.1474,448.98,16.39,677,21124,87.3,3,0,0
429798,17/10/2023,1,all_other,0.1568,367.52,14.42,677,24151,61.1,3,0,0
855534,26/10/2023,1,debt_consolidation,0.1316,506.56,13.16,757,4923,70.3,2,0,0
958411,28/10/2023,1,debt_consolidation,0.1411,513.44,22.67,702,26803,92.7,0,0,0
555030,18/10/2023,1,educational,0.1284,228.61,14.58,687,7783,84.6,0,0,0
368374,05/10/2023,1,debt_consolidation,0.0932,415.31,8.51,782,9957,29.6,0,0,0
136462,06/10/2023,1,all_other,0.08,250.69,4.32,712,5262,28.4,0,1,0
451520,03/10/2023,1,small_business,0.1221,533.04,7.49,772,10144,15.6,0,0,0
780217,06/10/2023,1,all_other,0.0963,256.76,0.24,792,132,6.6,3,0,0
183984,07/10/2023,1,small_business,0.1316,515,17.68,722,6759,0,3,0,0
728354,08/10/2023,1,credit_card,0.0932,76.68,4.69,737,2184,72.1,1,0,0
460962,11/10/2023,1,home_improvement,0.1347,508.84,14.34,712,8644,47,0,0,0
212628,29/10/2023,1,credit_card,0.0963,102.71,19.58,717,6479,38.1,1,0,0
525488,20/10/2023,1,home_improvement,0.08,338.43,6.82,792,10232,19.1,2,0,0
189028,12/10/2023,1,debt_consolidation,0.1442,343.83,23.41,682,20344,86,0,0,0
162064,26/10/2023,1,small_business,0.1316,378.23,4.25,732,8897,19.1,3,0,0
476257,28/10/2023,1,credit_card,0.1442,469.33,22.43,682,34847,68.1,1,1,0
887864,03/10/2023,1,home_improvement,0.1316,324.2,16.36,732,11246,93.7,0,0,0
214785,24/10/2023,1,credit_card,0.1379,163.57,16.93,677,19146,33.9,3,0,0
909935,01/10/2023,1,all_other,0.1253,334.67,20.4,762,28872,21.1,1,0,0
833457,27/10/2023,1,all_other,0.1189,149.24,13.03,722,850,14.2,0,1,0
193863,02/10/2023,1,all_other,0.0963,449.32,1.94,812,45050,6.4,0,0,0
600467,03/10/2023,1,educational,0.16,112.51,6.3,677,1715,39.9,0,0,0
105443,20/10/2023,1,credit_card,0.08,156.69,15.85,767,5748,12.3,0,1,0
854188,26/10/2023,1,all_other,0.1189,165.82,6.69,717,9764,22.7,3,0,0
394448,28/10/2023,1,debt_consolidation,0.0932,95.85,11.34,782,722,3.2,0,0,0
229797,08/10/2023,1,credit_card,0.1474,621.67,16.33,682,18451,65.2,2,0,0
292201,29/10/2023,1,educational,0.1411,136.92,15.63,672,6855,53.6,0,0,0
379975,03/10/2023,1,credit_card,0.1221,346.48,13.81,722,17610,76.9,0,0,0
336044,05/10/2023,1,credit_card,0.1189,58.04,2.65,712,3002,5.1,3,1,0
203701,05/10/2023,1,credit_card,0.0932,247.59,13.11,757,18540,29.6,0,0,0
726823,15/10/2023,1,debt_consolidation,0.1758,503.19,21.93,662,18991,95,0,0,1
589456,04/10/2023,1,debt_consolidation,0.1347,165.38,21.09,692,10800,54.3,1,0,0
355954,09/10/2023,1,home_improvement,0.1189,464.3,11.34,732,47016,37.1,0,0,0
837425,19/10/2023,1,debt_consolidation,0.1347,254.42,13.75,722,40310,66.7,1,0,0
896927,07/10/2023,1,all_other,0.1347,409.62,10.02,707,20460,39.8,1,0,0
762731,09/10/2023,1,home_improvement,0.0963,256.76,1.28,777,25,0.1,0,0,0
484932,30/10/2023,1,educational,0.1568,87.51,23.88,667,8072,92.8,1,0,0
546617,24/10/2023,1,debt_consolidation,0.1726,521.56,12.12,677,67579,61,0,1,0
216864,21/10/2023,1,credit_card,0.1347,271.39,12.59,687,5545,60.9,3,0,1
408399,21/10/2023,1,debt_consolidation,0.1347,106.01,21.62,682,13427,30,0,0,0
546259,16/10/2023,1,debt_consolidation,0.1316,324.2,16.15,697,14852,79.4,0,0,0
229596,29/10/2023,1,credit_card,0.0963,481.42,10.49,777,4963,15.8,0,0,0
299450,29/10/2023,1,all_other,0.1379,67.3,13.42,677,11386,55,2,2,1
489323,28/10/2023,1,debt_consolidation,0.0932,223.63,11.8,737,5842,30.9,1,0,0
829696,26/10/2023,1,debt_consolidation,0.1316,317.44,24.31,712,23802,59.2,1,0,0
791446,11/10/2023,1,small_business,0.1158,594.25,5.08,752,7921,14.2,0,0,0
665947,29/10/2023,1,credit_card,0.1474,55.26,18.12,667,5704,80.3,0,0,0
129126,13/10/2023,1,all_other,0.0963,224.66,10.35,757,2108,10.9,1,0,0
864257,17/10/2023,1,all_other,0.1284,67.24,15.28,707,1545,18.6,1,0,0
196720,22/10/2023,1,debt_consolidation,0.1316,405.25,23.06,687,5244,27.5,1,1,0
367807,14/10/2023,1,credit_card,0.0932,383.37,6.58,787,5300,31.2,0,0,0
822925,17/10/2023,1,debt_consolidation,0.1347,678.46,19.89,722,20563,97,0,0,0
203041,27/10/2023,1,all_other,0.0932,95.85,17.04,737,2009,14.3,0,0,0
547325,19/10/2023,1,home_improvement,0.1253,167.34,14.08,707,12053,87.3,3,0,0
731118,01/10/2023,1,home_improvement,0.0932,239.61,22.83,757,1447,6.9,3,0,0
801930,20/10/2023,1,credit_card,0.0963,417.23,6.81,747,21456,27.7,1,0,0
438149,12/10/2023,1,small_business,0.1095,327.14,11.72,737,1208,3.5,2,0,0
706500,31/10/2023,1,credit_card,0.16,878.94,15.43,687,35010,65.7,1,0,1
862010,12/10/2023,1,debt_consolidation,0.1379,579.29,16,707,17613,76.6,2,0,0
890722,09/10/2023,1,small_business,0.16,158.21,17.48,672,1404,93.6,3,0,0
129596,17/10/2023,1,credit_card,0.08,172.35,22.45,752,14026,51.4,0,0,0
149593,10/10/2023,1,all_other,0.0963,32.1,3.71,767,566,8.6,0,0,0
131062,15/10/2023,1,debt_consolidation,0.1411,616.12,14.49,692,19976,81.2,2,0,0
867613,19/10/2023,1,all_other,0.0963,96.29,0.68,717,893,38.8,0,0,0
676056,14/10/2023,1,all_other,0.1379,170.38,0.73,687,2987,49.8,0,0,0
479149,25/10/2023,1,all_other,0.1189,198.99,19.38,727,42987,89,1,0,0
673660,15/10/2023,1,debt_consolidation,0.1726,629.81,11.65,667,27914,88.6,0,2,0
687933,15/10/2023,1,credit_card,0.08,101.85,10.26,747,18467,30.9,3,0,0
387087,23/10/2023,1,all_other,0.1537,348.47,12.55,667,5466,42.4,2,0,0
941237,29/10/2023,1,all_other,0.1316,324.2,0,737,17533,95.8,0,0,0
342160,29/10/2023,1,all_other,0.0768,99.81,9.24,747,3176,22.7,1,0,0
719697,16/10/2023,1,credit_card,0.1158,792.33,22.69,752,27806,32.3,1,0,0
549173,23/10/2023,1,all_other,0.08,282.03,8.98,777,38216,50.4,0,0,0
806449,18/10/2023,1,all_other,0.1287,807.2,15.35,722,89832,43.6,1,0,0
421375,24/10/2023,1,all_other,0.0932,185.3,9.97,712,2953,88,0,0,0
824350,05/10/2023,1,home_improvement,0.1126,690.13,7.26,757,129705,62,2,0,0
653459,04/10/2023,1,small_business,0.1189,472.59,12.2,752,39,0.3,3,0,0
755276,18/10/2023,1,home_improvement,0.0768,109.17,18.46,752,2733,7.6,0,0,0
547198,06/10/2023,1,debt_consolidation,0.1253,359.77,14.74,697,15175,53.2,3,0,0
191345,24/10/2023,1,all_other,0.1379,136.31,24.72,682,7231,95.1,0,0,0
